PLAYER,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
De'Aaron Fox,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Bogdan BogdanoviÄ‡,7:54,0,6,.000,0,3,.000,0,0,0.0,0,1,1,1,1,0,0,0,0,-3
Cory Joseph,8:15,2,4,.500,0,0,0.0,0,0,0.0,0,1,1,0,1,0,0,0,4,-6
Trevor Ariza,12:00,0,1,.000,0,0,0.0,0,0,0.0,1,2,3,0,0,0,1,1,0,-8
Nemanja Bjelica,4:10,1,3,.333,1,1,1.000,0,0,0.0,1,0,1,0,0,1,0,1,3,-4
Yogi Ferrell,3:45,0,1,.000,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,2,0,-2
Dewayne Dedmon,1:57,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,1,1,0,0,0
Justin James,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Team Totals,290,37,107,.346,9,39,.231,21,25,.840,16,51,67,20,8,8,12,23,104,0
Andrew Wiggins,8:15,0,4,.000,0,1,.000,3,3,1.000,0,3,3,1,0,0,1,1,3,+6
Gorgui Dieng,12:00,1,2,.500,0,0,0.0,4,4,1.000,2,4,6,0,1,0,0,0,6,+8
Robert Covington,12:00,1,4,.250,0,1,.000,0,0,0.0,0,2,2,0,0,1,0,0,2,+8
Treveon Graham,11:33,1,2,.500,1,2,.500,0,0,0.0,0,0,0,0,0,0,0,2,3,+8
Shabazz Napier,4:33,0,2,.000,0,2,.000,0,0,0.0,0,0,0,1,1,0,0,0,0,+5
Jeff Teague,7:54,2,2,1.000,0,0,0.0,1,1,1.000,0,3,3,0,0,0,2,0,5,+3
Josh Okogie,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Noah Vonleh,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Jarrett Culver,3:45,0,1,.000,0,0,0.0,0,0,0.0,0,0,0,0,1,1,0,0,0,+2
Keita Bates-Diop,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Kelan Martin,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Team Totals,290,36,104,.346,10,46,.217,23,29,.793,14,51,65,23,7,5,13,20,105,0
Donovan Mitchell,10:03,4,6,.667,1,3,.333,3,5,.600,0,1,1,2,0,0,2,0,12,-6
Bojan BogdanoviÄ‡,9:20,1,3,.333,1,3,.333,3,3,1.000,0,1,1,1,0,0,0,0,6,-9
Rudy Gobert,9:20,1,1,1.000,0,0,0.0,1,2,.500,2,2,4,1,0,1,0,0,3,-9
Joe Ingles,11:05,2,3,.667,0,1,.000,0,0,0.0,0,1,1,0,0,0,1,1,4,-14
Royce O'Neale,7:23,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,1,0,0,1,1,0,-1
Jordan Clarkson,5:32,0,2,.000,0,1,.000,0,0,0.0,0,0,0,0,0,0,1,2,0,-13
Emmanuel Mudiay,1:57,0,1,.000,0,1,.000,0,0,0.0,0,0,0,0,0,0,0,0,0,-8
Georges Niang,2:40,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-5
Ed Davis,2:40,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-5
Tony Bradley,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Team Totals,240,46,81,.568,14,36,.389,15,22,.682,7,34,41,22,3,1,10,18,121,0
CJ McCollum,12:00,7,10,.700,2,3,.667,1,1,1.000,0,2,2,2,1,0,0,1,17,+14
Damian Lillard,7:23,2,3,.667,2,2,1.000,1,1,1.000,0,1,1,1,0,0,0,0,7,+1
Carmelo Anthony,12:00,1,4,.250,1,3,.333,0,0,0.0,0,2,2,0,1,0,1,2,3,+14
Kent Bazemore,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Hassan Whiteside,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Anfernee Simons,12:00,3,4,.750,0,1,.000,0,0,0.0,0,3,3,0,0,0,0,3,6,+14
Skal LabissiÃ¨re,12:00,3,4,.750,0,0,0.0,0,0,0.0,2,1,3,1,0,0,0,2,6,+14
Gary Trent,4:37,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0,0,+13
Nassir Little,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Team Totals,240,43,89,.483,15,34,.441,14,19,.737,11,32,43,14,4,1,12,21,115,0
Jayson Tatum,3:50,1,1,1.000,1,1,1.000,0,0,0.0,0,0,0,0,0,0,0,0,3,+1
Kemba Walker,3:15,0,1,.000,0,0,0.0,0,0,0.0,1,1,2,2,0,0,0,1,0,+10
Jaylen Brown,3:15,4,6,.667,2,4,.500,0,0,0.0,1,2,3,0,0,0,0,0,10,+10
Gordon Hayward,3:50,0,2,.000,0,1,.000,0,0,0.0,0,0,0,2,0,0,1,0,0,+1
Daniel Theis,2:08,1,1,1.000,1,1,1.000,0,0,0.0,0,0,0,0,0,0,0,1,3,0
Enes Kanter,5:43,2,2,1.000,0,0,0.0,0,0,0.0,2,1,3,0,0,2,0,1,4,+11
Brad Wanamaker,7:05,1,2,.500,0,0,0.0,1,1,1.000,0,0,0,2,0,0,0,1,3,+11
Grant Williams,3:50,1,2,.500,0,1,.000,0,0,0.0,0,0,0,0,0,0,0,1,2,+1
Romeo Langford,8:10,0,0,0.0,0,0,0.0,3,4,.750,0,1,1,0,0,0,0,0,3,0
Javonte Green,4:55,2,2,1.000,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,4,-10
Tremont Waters,4:55,2,2,1.000,1,1,1.000,0,0,0.0,0,0,0,0,0,0,1,1,5,-10
Carsen Edwards,4:55,0,1,.000,0,1,.000,0,0,0.0,0,0,0,0,0,0,1,1,0,-10
Semi Ojeleye,4:09,0,1,.000,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,1,0,-10
Team Totals,240,49,95,.516,14,40,.350,17,19,.895,12,31,43,28,4,10,11,23,129,0
Kevin Love,2:53,0,2,.000,0,2,.000,1,2,.500,0,0,0,1,0,0,0,1,1,-4
Collin Sexton,4:46,1,2,.500,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,0
Tristan Thompson,7:05,2,4,.500,0,0,0.0,1,2,.500,1,2,3,0,0,0,0,0,5,-11
Cedi Osman,6:22,0,1,.000,0,0,0.0,0,0,0.0,0,1,1,1,1,0,0,0,0,+6
Darius Garland,4:42,0,1,.000,0,0,0.0,0,0,0.0,0,1,1,0,0,0,2,0,0,-7
Kevin Porter,12:00,5,5,1.000,1,1,1.000,1,1,1.000,0,0,0,2,0,0,0,0,12,-1
Larry Nance,4:42,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,-7
Matthew Dellavedova,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Dante Exum,8:10,2,2,1.000,1,1,1.000,1,2,.500,0,0,0,1,1,0,0,1,6,-1
Ante Å½iÅ¾iÄ‡,4:55,2,2,1.000,0,0,0.0,4,4,1.000,0,2,2,0,0,1,0,1,8,+10
Alfonzo McKinnie,4:25,1,1,1.000,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,1,2,+10
John Henson,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Team Totals,240,44,85,.518,9,23,.391,20,29,.690,6,32,38,22,7,3,11,17,117,0
Devonte' Graham,12:00,4,8,.500,2,5,.400,0,0,0.0,0,1,1,2,0,0,2,0,10,+7
PJ Washington,8:57,4,5,.800,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,8,+8
Terry Rozier,3:56,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,2,1,0,-1
Miles Bridges,6:49,2,3,.667,1,1,1.000,0,0,0.0,1,0,1,0,0,0,0,1,5,-3
Bismack Biyombo,3:23,0,1,.000,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,1,0,-3
Cody Zeller,8:37,1,3,.333,0,1,.000,0,0,0.0,0,2,2,1,2,0,0,1,2,+10
Malik Monk,8:11,1,1,1.000,0,0,0.0,0,0,0.0,1,1,2,3,1,0,0,1,2,+10
Cody Martin,8:07,1,4,.250,0,2,.000,0,0,0.0,1,3,4,0,0,0,0,0,2,+7
Marvin Williams,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Dwayne Bacon,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Team Totals,265,42,101,.416,7,39,.179,11,18,.611,17,37,54,26,8,4,15,27,102,0
Shai Gilgeous-Alexander,10:00,4,5,.800,0,0,0.0,2,2,1.000,0,1,1,0,2,0,0,0,10,-3
Chris Paul,7:57,3,6,.500,0,2,.000,1,1,1.000,0,1,1,1,0,0,0,0,7,-1
Steven Adams,7:06,1,1,1.000,0,0,0.0,0,0,0.0,1,2,3,0,0,1,0,0,2,+1
Terrance Ferguson,7:57,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,-1
Darius Bazley,3:04,0,2,.000,0,2,.000,0,0,0.0,0,0,0,0,0,0,0,0,0,-4
Dennis SchrÃ¶der,9:09,0,2,.000,0,2,.000,1,2,.500,0,2,2,1,0,0,2,1,1,-1
Deonte Burton,3:50,0,1,.000,0,1,.000,0,0,0.0,0,0,0,0,0,0,0,0,0,-8
Nerlens Noel,4:54,0,0,0.0,0,0,0.0,2,2,1.000,0,1,1,0,0,0,1,1,2,-8
Abdel Nader,4:03,0,1,.000,0,1,.000,0,0,0.0,0,0,0,0,0,0,2,0,0,-6
Luguentz Dort,2:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-4
Team Totals,265,40,89,.449,5,31,.161,19,31,.613,10,39,49,19,8,4,14,23,104,0
Aaron Gordon,12:00,2,5,.400,0,1,.000,4,4,1.000,0,4,4,2,0,0,2,0,8,-2
Evan Fournier,8:34,3,5,.600,1,3,.333,2,5,.400,0,0,0,2,1,0,0,2,9,-2
Nikola VuÄeviÄ‡,7:20,2,3,.667,1,2,.500,0,0,0.0,0,1,1,1,0,0,0,1,5,-2
Jonathan Isaac,3:47,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,1,1,0,0,-7
Markelle Fultz,6:44,0,0,0.0,0,0,0.0,1,4,.250,0,2,2,2,0,0,0,0,1,-2
Terrence Ross,6:38,1,2,.500,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,2,+3
D.J. Augustin,6:51,0,1,.000,0,1,.000,0,0,0.0,1,0,1,0,0,0,0,1,0,+2
Khem Birch,4:40,1,1,1.000,0,0,0.0,0,0,0.0,1,0,1,0,0,0,1,0,2,0
Wesley Iwundu,3:26,0,1,.000,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,1,0,0
Team Totals,240,37,88,.420,10,30,.333,14,23,.609,10,38,48,26,4,5,15,21,98,0
Ben Simmons,12:00,1,2,.500,0,0,0.0,0,2,.000,0,2,2,4,2,0,1,3,2,+2
Tobias Harris,10:09,3,7,.429,1,4,.250,2,2,1.000,0,2,2,1,0,0,0,1,9,+4
Josh Richardson,10:25,2,4,.500,1,1,1.000,0,0,0.0,1,1,2,2,0,0,1,0,5,+4
Al Horford,10:25,2,4,.500,1,2,.500,0,0,0.0,1,0,1,1,0,1,0,3,5,+4
Joel Embiid,6:49,2,7,.286,2,5,.400,0,0,0.0,1,2,3,1,0,0,0,1,6,+2
Furkan Korkmaz,1:35,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-2
James Ennis,6:46,0,2,.000,0,0,0.0,2,2,1.000,0,1,1,0,0,0,0,1,2,-2
Mike Scott,1:51,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,-2
Trey Burke,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Team Totals,240,35,87,.402,10,29,.345,17,21,.810,7,38,45,23,10,3,15,22,97,0
Kevin Huerter,1:52,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,+7
John Collins,2:56,0,1,.000,0,1,.000,0,0,0.0,0,2,2,1,0,0,2,2,0,-6
De'Andre Hunter,4:16,2,2,1.000,1,1,1.000,0,0,0.0,0,0,0,0,0,0,1,0,5,-2
Bruno Fernando,4:00,2,5,.400,0,1,.000,0,1,.000,1,1,2,0,0,0,0,0,4,+2
Trae Young,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Cam Reddish,5:55,0,2,.000,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0
Allen Crabbe,8:45,5,6,.833,2,3,.667,2,3,.667,0,1,1,0,1,0,0,1,14,-7
Damian Jones,5:04,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,1,0,0,0,-1
DeAndre' Bembry,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Brandon Goodwin,9:36,0,3,.000,0,2,.000,0,0,0.0,0,2,2,1,1,0,0,0,0,+4
Vince Carter,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Chandler Parsons,10:08,0,3,.000,0,2,.000,0,0,0.0,0,1,1,1,0,1,1,0,0,-12
Evan Turner,7:28,0,1,.000,0,0,0.0,0,0,0.0,0,1,1,1,0,0,1,0,0,-10
Team Totals,240,33,91,.363,12,41,.293,8,14,.571,8,38,46,20,10,8,18,18,86,0
Khris Middleton,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Ersan Ä°lyasova,2:24,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,1,0,0,+9
Brook Lopez,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Donte DiVincenzo,3:05,2,3,.667,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,4,0
Wesley Matthews,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Sterling Brown,9:36,2,6,.333,1,3,.333,0,0,0.0,0,1,1,0,1,0,2,1,5,-4
Pat Connaughton,10:18,2,5,.400,1,2,.500,0,0,0.0,0,5,5,3,0,0,1,0,5,+10
Robin Lopez,10:08,3,4,.750,0,0,0.0,0,1,.000,0,1,1,1,0,2,0,0,6,+12
George Hill,3:41,1,1,1.000,0,0,0.0,0,0,0.0,0,1,1,0,0,0,1,0,2,+6
Kyle Korver,4:16,0,0,0.0,0,0,0.0,2,2,1.000,0,0,0,0,2,0,0,0,2,+2
D.J. Wilson,9:36,0,1,.000,0,0,0.0,0,0,0.0,0,3,3,1,0,0,0,0,0,-4
Thanasis Antetokounmpo,6:56,2,3,.667,0,1,.000,0,0,0.0,1,0,1,2,1,0,0,2,4,-6
Team Totals,240,46,91,.505,11,28,.393,9,13,.692,6,50,56,29,9,8,18,13,112,0
Bam Adebayo,12:00,3,3,1.000,0,0,0.0,2,2,1.000,3,4,7,2,0,0,0,0,8,-1
Jimmy Butler,4:47,1,3,.333,0,0,0.0,0,0,0.0,1,1,2,1,0,0,1,2,2,+2
Kendrick Nunn,4:47,0,1,.000,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,+2
Duncan Robinson,10:36,1,2,.500,1,2,.500,0,0,0.0,0,0,0,0,0,0,0,0,3,-5
Meyers Leonard,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Goran DragiÄ‡,12:00,4,7,.571,1,3,.333,0,0,0.0,0,2,2,1,0,0,2,0,9,-1
Derrick Jones,7:19,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0,0,0,-3
Tyler Herro,7:13,3,8,.375,1,4,.250,0,0,0.0,0,2,2,1,0,0,0,0,7,-3
Kelly Olynyk,1:18,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,+4
Team Totals,240,40,89,.449,16,38,.421,17,19,.895,14,42,56,29,3,2,13,12,113,0
Domantas Sabonis,5:29,1,2,.500,0,0,0.0,0,0,0.0,1,1,2,2,0,0,0,0,2,-3
T.J. Warren,4:47,0,1,.000,0,1,.000,2,2,1.000,0,1,1,0,0,0,0,0,2,-2
Jeremy Lamb,6:31,3,4,.750,0,0,0.0,0,0,0.0,0,1,1,0,0,1,0,0,6,+4
Aaron Holiday,6:07,2,5,.400,0,1,.000,0,0,0.0,0,1,1,1,0,0,0,0,4,+6
Myles Turner,6:31,1,1,1.000,1,1,1.000,0,0,0.0,0,0,0,0,0,0,0,0,3,+4
Justin Holiday,11:54,0,2,.000,0,2,.000,0,0,0.0,0,1,1,1,1,0,0,0,0,+1
Doug McDermott,7:19,2,6,.333,2,4,.500,0,0,0.0,0,0,0,0,0,0,0,0,6,+3
T.J. McConnell,5:29,1,2,.500,0,0,0.0,0,0,0.0,0,1,1,2,0,0,0,1,2,-3
Edmond Sumner,5:53,2,2,1.000,1,1,1.000,0,0,0.0,1,1,2,0,0,1,0,1,5,-5
Goga Bitadze,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Team Totals,240,44,90,.489,14,31,.452,10,12,.833,2,32,34,27,8,4,4,16,112,0
Damion Lee,10:10,0,2,.000,0,1,.000,4,4,1.000,0,3,3,1,1,0,0,1,4,+14
D'Angelo Russell,10:44,3,8,.375,1,5,.200,5,6,.833,0,2,2,4,0,0,0,0,12,+19
Glenn Robinson,8:36,1,1,1.000,0,0,0.0,0,0,0.0,1,1,2,0,0,0,0,1,2,+17
Draymond Green,7:38,2,3,.667,2,2,1.000,1,2,.500,1,2,3,0,0,0,0,2,7,+11
Willie Cauley-Stein,5:38,1,2,.500,0,0,0.0,1,1,1.000,2,0,2,0,1,0,0,1,3,+12
Alec Burks,7:14,4,4,1.000,0,0,0.0,1,1,1.000,0,1,1,1,0,0,0,0,9,+17
Ky Bowman,6:36,1,2,.500,0,1,.000,0,0,0.0,0,0,0,1,0,0,0,0,2,+11
Marquese Chriss,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Jacob Evans,3:24,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,+4
Alen SmailagiÄ‡,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Team Totals,240,38,92,.413,9,27,.333,20,25,.800,11,30,41,22,10,5,10,17,105,0
Devin Booker,8:08,2,6,.333,0,2,.000,2,2,1.000,0,1,1,0,0,0,0,2,6,-17
Ricky Rubio,10:10,3,5,.600,0,1,.000,3,4,.750,0,1,1,0,0,0,2,1,9,-14
Aron Baynes,8:46,0,1,.000,0,1,.000,0,0,0.0,0,2,2,0,0,0,1,4,0,-14
Kelly Oubre,9:16,0,1,.000,0,1,.000,0,0,0.0,0,0,0,1,0,0,1,0,0,-14
Dario Å ariÄ‡,1:16,0,1,.000,0,1,.000,0,0,0.0,0,0,0,0,0,0,0,0,0,-2
Cameron Johnson,11:07,0,1,.000,0,1,.000,0,0,0.0,0,0,0,0,0,0,0,2,0,-19
Mikal Bridges,3:24,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,1,0,0,0,0,0,-4
Jevon Carter,1:50,0,1,.000,0,1,.000,0,0,0.0,0,0,0,0,0,0,0,0,0,-7
Frank Kaminsky,2:51,0,0,0.0,0,0,0.0,1,2,.500,0,0,0,0,0,0,0,0,1,-7
Tyler Johnson,3:12,1,2,.500,0,1,.000,0,0,0.0,2,1,3,0,0,0,1,0,2,-7
Team Totals,240,35,75,.467,7,33,.212,19,24,.792,11,38,49,22,6,1,26,21,96,0
Gary Harris,10:09,1,1,1.000,0,0,0.0,2,2,1.000,0,0,0,0,2,0,1,1,4,-2
Will Barton,8:14,3,3,1.000,0,0,0.0,2,3,.667,1,1,2,0,0,0,0,0,8,0
Jamal Murray,12:00,0,1,.000,0,0,0.0,4,4,1.000,0,2,2,2,0,0,1,0,4,-5
Nikola JokiÄ‡,6:42,2,2,1.000,0,0,0.0,0,0,0.0,0,1,1,5,0,0,0,3,4,+4
Mason Plumlee,5:18,1,3,.333,0,0,0.0,3,6,.500,0,1,1,0,0,0,1,0,5,-9
Jerami Grant,12:00,3,5,.600,0,1,.000,3,4,.750,1,1,2,0,0,1,0,1,9,-5
Michael Porter,3:46,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-5
Monte Morris,1:51,1,1,1.000,1,1,1.000,0,0,0.0,0,0,0,0,0,0,0,0,3,-3
Juan HernangÃ³mez,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Malik Beasley,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Team Totals,240,45,93,.484,9,29,.310,20,27,.741,10,33,43,28,9,4,10,20,119,0
Ja Morant,10:51,4,6,.667,1,1,1.000,2,3,.667,0,2,2,6,0,0,1,1,11,+1
Jaren Jackson,6:01,2,4,.500,1,3,.333,1,1,1.000,0,0,0,0,0,0,0,1,6,0
Dillon Brooks,8:37,1,2,.500,1,2,.500,0,0,0.0,1,0,1,0,0,0,1,2,3,-2
Jae Crowder,3:37,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Jonas ValanÄiÅ«nas,6:12,4,4,1.000,2,2,1.000,0,0,0.0,0,1,1,0,1,0,0,0,10,+4
Brandon Clarke,4:16,1,1,1.000,0,0,0.0,0,0,0.0,0,0,0,2,0,0,0,0,2,-3
Solomon Hill,5:59,0,1,.000,0,1,.000,0,0,0.0,1,0,1,3,0,0,0,1,0,+5
Tyus Jones,1:09,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,+4
Grayson Allen,5:59,1,3,.333,1,3,.333,0,0,0.0,0,0,0,2,0,0,1,2,3,+5
De'Anthony Melton,3:31,3,4,.750,1,2,.500,0,0,0.0,0,2,2,0,1,0,0,2,7,+4
Kyle Anderson,2:16,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,+3
Bruno Caboclo,1:32,0,1,.000,0,1,.000,0,0,0.0,1,1,2,0,0,0,0,1,0,+4
Team Totals,240,41,84,.488,9,30,.300,19,25,.760,11,34,45,32,5,5,17,24,110,0
Kemba Walker,7:29,2,5,.400,0,3,.000,2,2,1.000,0,1,1,0,0,0,0,0,6,-1
Jaylen Brown,7:11,1,2,.500,0,0,0.0,4,4,1.000,1,0,1,0,1,0,0,0,6,-1
Jayson Tatum,5:49,1,1,1.000,0,0,0.0,0,0,0.0,0,1,1,0,0,0,1,1,2,-4
Gordon Hayward,10:07,0,4,.000,0,2,.000,2,2,1.000,2,0,2,0,0,0,0,0,2,-4
Daniel Theis,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Marcus Smart,5:56,0,5,.000,0,4,.000,1,2,.500,1,0,1,0,1,0,0,0,1,-1
Enes Kanter,2:56,0,0,0.0,0,0,0.0,0,0,0.0,1,2,3,0,0,0,1,0,0,-3
Brad Wanamaker,5:53,0,2,.000,0,1,.000,0,0,0.0,1,1,2,0,0,1,0,1,0,-2
Grant Williams,9:00,0,0,0.0,0,0,0.0,1,2,.500,0,0,0,1,0,0,0,1,1,-8
Romeo Langford,1:53,0,1,.000,0,1,.000,0,0,0.0,0,0,0,0,0,0,0,0,0,-2
Javonte Green,1:53,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,-2
Carsen Edwards,1:53,0,1,.000,0,1,.000,0,0,0.0,0,0,0,0,0,0,0,0,0,-2
Team Totals,240,31,78,.397,7,32,.219,28,36,.778,7,24,31,18,11,4,14,17,97,0
Patrick McCaw,10:07,1,2,.500,1,1,1.000,0,0,0.0,0,3,3,1,0,0,1,0,3,+4
Kyle Lowry,10:07,4,6,.667,2,4,.500,1,1,1.000,0,1,1,2,1,0,1,1,11,+4
Fred VanVleet,6:13,1,2,.500,0,0,0.0,0,0,0.0,1,1,2,2,1,1,1,1,2,+2
Serge Ibaka,4:06,2,2,1.000,0,0,0.0,0,0,0.0,1,1,2,0,0,0,1,2,4,+2
OG Anunoby,0:43,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,1,0,+2
Terence Davis,5:47,0,1,.000,0,1,.000,0,0,0.0,0,1,1,1,0,0,0,0,0,+4
Rondae Hollis-Jefferson,0:12,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,-2
Chris Boucher,6:59,1,1,1.000,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,1,2,+4
Oshae Brissett,12:00,1,4,.250,0,1,.000,0,0,0.0,1,2,3,1,0,0,1,3,2,+6
Stanley Johnson,1:53,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,0,0,0,+2
Malcolm Miller,1:53,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,+2
Team Totals,240,44,84,.524,14,34,.412,11,17,.647,15,38,53,27,8,3,22,32,113,0
Brandon Ingram,7:01,2,3,.667,0,1,.000,0,0,0.0,0,1,1,4,0,0,2,1,4,+5
Lonzo Ball,7:52,2,4,.500,2,3,.667,0,0,0.0,1,0,1,1,0,0,0,0,6,+6
Jrue Holiday,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Derrick Favors,5:44,0,2,.000,0,0,0.0,1,2,.500,2,2,4,0,0,0,0,2,1,+2
J.J. Redick,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Josh Hart,8:30,3,4,.750,2,3,.667,0,0,0.0,0,1,1,0,1,0,0,0,8,+5
Jaxson Hayes,6:16,0,1,.000,0,0,0.0,0,0,0.0,1,1,2,0,0,1,0,0,0,+2
E'Twaun Moore,8:03,1,5,.200,1,3,.333,0,0,0.0,1,1,2,0,1,0,0,0,3,+8
Kenrich Williams,3:57,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,1,0,0,0,0,0,-4
Frank Jackson,4:59,1,2,.500,0,0,0.0,0,0,0.0,0,1,1,1,0,0,0,1,2,-1
Nickeil Alexander-Walker,4:08,2,2,1.000,1,1,1.000,0,0,0.0,0,1,1,0,0,0,0,1,5,-2
NicolÃ² Melli,3:30,1,4,.250,1,3,.333,2,2,1.000,0,0,0,0,0,0,0,0,5,-1
Team Totals,240,43,93,.462,18,42,.429,16,20,.800,11,38,49,25,9,2,12,18,120,0
Aaron Holiday,12:00,3,5,.600,2,3,.667,5,5,1.000,0,0,0,1,1,0,1,1,13,-4
Domantas Sabonis,7:01,1,1,1.000,0,0,0.0,1,2,.500,1,3,4,1,0,0,0,0,3,-5
T.J. Warren,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Jeremy Lamb,4:42,0,2,.000,0,0,0.0,0,0,0.0,0,2,2,1,0,0,0,0,0,-5
Myles Turner,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
